title,description,genre,duration,time_pref,emotion_tag,topic_tag,url
Mindful Minutes,"Deep and soulful discussions on love, loss, and finding balance.",Technology,26 min,morning,motivated,career,https://podcasts.example.com/mindful_minutes_522
Soulful Sessions,Explore the latest in scientific breakthroughs explained in simple terms.,Wellness,24 min,after work,informed,biology,https://podcasts.example.com/soulful_sessions_838
Productivity Power,Boost your efficiency with productivity hacks from experts.,Productivity,38 min,morning,thoughtful,self-help,https://podcasts.example.com/productivity_power_852
Productivity Power,Start your day with motivation and practical tips to maximize your mornings.,Wellness,49 min,morning,motivated,culture,https://podcasts.example.com/productivity_power_346
Productivity Power,A roundup of daily news with a twist of humor and clarity.,Entertainment,38 min,before bed,thoughtful,relationships,https://podcasts.example.com/productivity_power_844
Rise & Grind,Unwind after work with calming discussions and thoughtful reflections.,Productivity,40 min,before bed,peaceful,relationships,https://podcasts.example.com/rise_&_grind_841
Mindful Minutes,Start your day with motivation and practical tips to maximize your mornings.,Technology,25 min,after work,informed,AI,https://podcasts.example.com/mindful_minutes_354
Tech Tales,Explore the latest in scientific breakthroughs explained in simple terms.,Technology,10 min,before bed,energized,biology,https://podcasts.example.com/tech_tales_270
Soulful Sessions,Boost your efficiency with productivity hacks from experts.,Science,55 min,before bed,informed,relationships,https://podcasts.example.com/soulful_sessions_105
Mindful Minutes,Start your day with motivation and practical tips to maximize your mornings.,Entertainment,37 min,after work,energized,culture,https://podcasts.example.com/mindful_minutes_327
Sleepy Time Stories,Discover fascinating tech trends shaping the future of innovation.,Productivity,34 min,morning,relaxed,career,https://podcasts.example.com/sleepy_time_stories_580
Mindful Minutes,"Deep and soulful discussions on love, loss, and finding balance.",Wellness,51 min,after work,calm,world-news,https://podcasts.example.com/mindful_minutes_990
Science Now,Discover fascinating tech trends shaping the future of innovation.,Science,35 min,before bed,peaceful,culture,https://podcasts.example.com/science_now_417
Sleepy Time Stories,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,18 min,after work,energized,mental health,https://podcasts.example.com/sleepy_time_stories_559
Science Now,Boost your efficiency with productivity hacks from experts.,Wellness,51 min,morning,energized,career,https://podcasts.example.com/science_now_778
Hustle Culture,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,44 min,before bed,calm,world-news,https://podcasts.example.com/hustle_culture_947
Science Now,Brief mindfulness practices to calm your mind and improve your focus.,News,10 min,after work,relaxed,world-news,https://podcasts.example.com/science_now_779
The Daily Brew,Soothing stories and gentle conversations to help you sleep.,Productivity,29 min,before bed,relaxed,culture,https://podcasts.example.com/the_daily_brew_938
Rise & Grind,A sharp look at the modern work hustle and how to manage burnout.,Mindfulness,53 min,before bed,curious,culture,https://podcasts.example.com/rise_&_grind_690
Science Now,A roundup of daily news with a twist of humor and clarity.,Technology,25 min,after work,thoughtful,culture,https://podcasts.example.com/science_now_529
Productivity Power,A sharp look at the modern work hustle and how to manage burnout.,Entertainment,26 min,after work,curious,career,https://podcasts.example.com/productivity_power_87
Productivity Power,Brief mindfulness practices to calm your mind and improve your focus.,Productivity,19 min,morning,curious,relationships,https://podcasts.example.com/productivity_power_521
Soulful Sessions,Brief mindfulness practices to calm your mind and improve your focus.,Motivation,52 min,morning,informed,biology,https://podcasts.example.com/soulful_sessions_420
Productivity Power,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,44 min,morning,calm,culture,https://podcasts.example.com/productivity_power_656
Evening Echoes,A roundup of daily news with a twist of humor and clarity.,Science,20 min,before bed,calm,world-news,https://podcasts.example.com/evening_echoes_980
The Daily Brew,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,30 min,after work,peaceful,biology,https://podcasts.example.com/the_daily_brew_702
Mindful Minutes,Brief mindfulness practices to calm your mind and improve your focus.,Motivation,54 min,after work,peaceful,culture,https://podcasts.example.com/mindful_minutes_586
Sleepy Time Stories,Boost your efficiency with productivity hacks from experts.,Entertainment,25 min,after work,energized,biology,https://podcasts.example.com/sleepy_time_stories_550
Evening Echoes,Brief mindfulness practices to calm your mind and improve your focus.,Technology,26 min,before bed,energized,biology,https://podcasts.example.com/evening_echoes_740
Mindful Minutes,Soothing stories and gentle conversations to help you sleep.,Mindfulness,48 min,after work,calm,relationships,https://podcasts.example.com/mindful_minutes_259
Soulful Sessions,Discover fascinating tech trends shaping the future of innovation.,Technology,51 min,before bed,energized,culture,https://podcasts.example.com/soulful_sessions_582
Hustle Culture,Discover fascinating tech trends shaping the future of innovation.,Entertainment,32 min,before bed,thoughtful,career,https://podcasts.example.com/hustle_culture_844
Evening Echoes,"Deep and soulful discussions on love, loss, and finding balance.",Technology,12 min,morning,energized,culture,https://podcasts.example.com/evening_echoes_565
Mindful Minutes,Unwind after work with calming discussions and thoughtful reflections.,News,41 min,morning,curious,AI,https://podcasts.example.com/mindful_minutes_32
Hustle Culture,Unwind after work with calming discussions and thoughtful reflections.,Technology,59 min,after work,peaceful,culture,https://podcasts.example.com/hustle_culture_420
Hustle Culture,Explore the latest in scientific breakthroughs explained in simple terms.,Technology,24 min,before bed,motivated,AI,https://podcasts.example.com/hustle_culture_370
The Daily Brew,Brief mindfulness practices to calm your mind and improve your focus.,Productivity,52 min,before bed,peaceful,world-news,https://podcasts.example.com/the_daily_brew_391
The Daily Brew,A roundup of daily news with a twist of humor and clarity.,Motivation,44 min,before bed,curious,relationships,https://podcasts.example.com/the_daily_brew_303
Productivity Power,"Deep and soulful discussions on love, loss, and finding balance.",Science,23 min,before bed,calm,culture,https://podcasts.example.com/productivity_power_545
Productivity Power,Brief mindfulness practices to calm your mind and improve your focus.,Technology,45 min,morning,thoughtful,relationships,https://podcasts.example.com/productivity_power_418
Tech Tales,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,59 min,after work,informed,biology,https://podcasts.example.com/tech_tales_556
Tech Tales,Brief mindfulness practices to calm your mind and improve your focus.,Mindfulness,54 min,morning,calm,world-news,https://podcasts.example.com/tech_tales_234
Productivity Power,Soothing stories and gentle conversations to help you sleep.,Mindfulness,14 min,morning,informed,self-help,https://podcasts.example.com/productivity_power_989
Hustle Culture,Explore the latest in scientific breakthroughs explained in simple terms.,Wellness,29 min,after work,peaceful,career,https://podcasts.example.com/hustle_culture_473
Soulful Sessions,A sharp look at the modern work hustle and how to manage burnout.,Productivity,29 min,morning,informed,AI,https://podcasts.example.com/soulful_sessions_291
Hustle Culture,A roundup of daily news with a twist of humor and clarity.,Science,39 min,before bed,relaxed,mental health,https://podcasts.example.com/hustle_culture_745
Rise & Grind,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,60 min,morning,curious,culture,https://podcasts.example.com/rise_&_grind_337
Sleepy Time Stories,Brief mindfulness practices to calm your mind and improve your focus.,Science,10 min,after work,relaxed,relationships,https://podcasts.example.com/sleepy_time_stories_995
Mindful Minutes,"Deep and soulful discussions on love, loss, and finding balance.",Technology,26 min,morning,motivated,career,https://podcasts.example.com/mindful_minutes_522
Soulful Sessions,Explore the latest in scientific breakthroughs explained in simple terms.,Wellness,24 min,after work,informed,biology,https://podcasts.example.com/soulful_sessions_838
Productivity Power,Boost your efficiency with productivity hacks from experts.,Productivity,38 min,morning,thoughtful,self-help,https://podcasts.example.com/productivity_power_852
Productivity Power,Start your day with motivation and practical tips to maximize your mornings.,Wellness,49 min,morning,motivated,culture,https://podcasts.example.com/productivity_power_346
Productivity Power,A roundup of daily news with a twist of humor and clarity.,Entertainment,38 min,before bed,thoughtful,relationships,https://podcasts.example.com/productivity_power_844
Rise & Grind,Unwind after work with calming discussions and thoughtful reflections.,Productivity,40 min,before bed,peaceful,relationships,https://podcasts.example.com/rise_&_grind_841
Mindful Minutes,Start your day with motivation and practical tips to maximize your mornings.,Technology,25 min,after work,informed,AI,https://podcasts.example.com/mindful_minutes_354
Tech Tales,Explore the latest in scientific breakthroughs explained in simple terms.,Technology,10 min,before bed,energized,biology,https://podcasts.example.com/tech_tales_270
Soulful Sessions,Boost your efficiency with productivity hacks from experts.,Science,55 min,before bed,informed,relationships,https://podcasts.example.com/soulful_sessions_105
Mindful Minutes,Start your day with motivation and practical tips to maximize your mornings.,Entertainment,37 min,after work,energized,culture,https://podcasts.example.com/mindful_minutes_327
Sleepy Time Stories,Discover fascinating tech trends shaping the future of innovation.,Productivity,34 min,morning,relaxed,career,https://podcasts.example.com/sleepy_time_stories_580
Mindful Minutes,"Deep and soulful discussions on love, loss, and finding balance.",Wellness,51 min,after work,calm,world-news,https://podcasts.example.com/mindful_minutes_990
Science Now,Discover fascinating tech trends shaping the future of innovation.,Science,35 min,before bed,peaceful,culture,https://podcasts.example.com/science_now_417
Sleepy Time Stories,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,18 min,after work,energized,mental health,https://podcasts.example.com/sleepy_time_stories_559
Science Now,Boost your efficiency with productivity hacks from experts.,Wellness,51 min,morning,energized,career,https://podcasts.example.com/science_now_778
Hustle Culture,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,44 min,before bed,calm,world-news,https://podcasts.example.com/hustle_culture_947
Science Now,Brief mindfulness practices to calm your mind and improve your focus.,News,10 min,after work,relaxed,world-news,https://podcasts.example.com/science_now_779
The Daily Brew,Soothing stories and gentle conversations to help you sleep.,Productivity,29 min,before bed,relaxed,culture,https://podcasts.example.com/the_daily_brew_938
Rise & Grind,A sharp look at the modern work hustle and how to manage burnout.,Mindfulness,53 min,before bed,curious,culture,https://podcasts.example.com/rise_&_grind_690
Science Now,A roundup of daily news with a twist of humor and clarity.,Technology,25 min,after work,thoughtful,culture,https://podcasts.example.com/science_now_529
Productivity Power,A sharp look at the modern work hustle and how to manage burnout.,Entertainment,26 min,after work,curious,career,https://podcasts.example.com/productivity_power_87
Productivity Power,Brief mindfulness practices to calm your mind and improve your focus.,Productivity,19 min,morning,curious,relationships,https://podcasts.example.com/productivity_power_521
Soulful Sessions,Brief mindfulness practices to calm your mind and improve your focus.,Motivation,52 min,morning,informed,biology,https://podcasts.example.com/soulful_sessions_420
Productivity Power,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,44 min,morning,calm,culture,https://podcasts.example.com/productivity_power_656
Evening Echoes,A roundup of daily news with a twist of humor and clarity.,Science,20 min,before bed,calm,world-news,https://podcasts.example.com/evening_echoes_980
The Daily Brew,Explore the latest in scientific breakthroughs explained in simple terms.,Motivation,30 min,after work,peaceful,biology,https://podcasts.example.com/the_daily_brew_702
Mindful Minutes,Brief mindfulness practices to calm your mind and improve your focus.,Motivation,54 min,after work,peaceful,culture,https://podcasts.example.com/mindful_minutes_586
Sleepy Time Stories,Boost your efficiency with productivity hacks from experts.,Entertainment,25 min,after work,energized,biology,https://podcasts.example.com/sleepy_time_stories_550
Evening Echoes,Brief mindfulness practices to calm your mind and improve your focus.,Technology,26 min,before bed,energized,biology,https://podcasts.example.com/evening_echoes_740
Mindful Minutes,Soothing stories and gentle conversations to help you sleep.,Mindfulness,48 min,after work,calm,relationships,https://podcasts.example.com/mindful_minutes_259
Soulful Sessions,Discover fascinating tech trends shaping the future of innovation.,Technology,51 min,before bed,energized,culture,https://podcasts.example.com/soulful_sessions_582
Hustle Culture,Discover fascinating tech trends shaping the future of innovation.,Entertainment,32 min,before bed,thoughtful,career,https://podcasts.example.com/hustle_culture_844
Evening Echoes,"Deep and soulful discussions on love, loss, and finding balance.",Technology,12 min,morning,energized,culture,https://podcasts.example.com/evening_echoes_565
Mindful Minutes,Unwind after work with calming discussions and thoughtful reflections.,News,41 min,morning,curious,AI,https://podcasts.example.com/mindful_minutes_32
Hustle Culture,Unwind after work with calming discussions and thoughtful reflections.,Technology,59 min,after work,peaceful,culture,https://podcasts.example.com/hustle_culture_420
Hustle Culture,Explore the latest in scientific breakthroughs explained in simple terms.,Technology,24 min,before bed,motivated,AI,https://podcasts.example.com/hustle_culture_370
The Daily Brew,Brief mindfulness practices to calm your mind and improve your focus.,Productivity,52 min,before bed,peaceful,world-news,https://podcasts.example.com/the_daily_brew_391
The Daily Brew,A roundup of daily news with a twist of humor and clarity.,Motivation,44 min,before bed,curious,relationships,https://podcasts.example.com/the_daily_brew_303
Productivity Power,"Deep and soulful discussions on love, loss, and finding balance.",Science,23 min,before bed,calm,culture,https://podcasts.example.com/productivity_power_545
Productivity Power,Brief mindfulness practices to calm your mind and improve your focus.,Technology,45 min,morning,thoughtful,relationships,https://podcasts.example.com/productivity_power_418
Tech Tales,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,59 min,after work,informed,biology,https://podcasts.example.com/tech_tales_556
Tech Tales,Brief mindfulness practices to calm your mind and improve your focus.,Mindfulness,54 min,morning,calm,world-news,https://podcasts.example.com/tech_tales_234
Productivity Power,Soothing stories and gentle conversations to help you sleep.,Mindfulness,14 min,morning,informed,self-help,https://podcasts.example.com/productivity_power_989
Hustle Culture,Explore the latest in scientific breakthroughs explained in simple terms.,Wellness,29 min,after work,peaceful,career,https://podcasts.example.com/hustle_culture_473
Soulful Sessions,A sharp look at the modern work hustle and how to manage burnout.,Productivity,29 min,morning,informed,AI,https://podcasts.example.com/soulful_sessions_291
Hustle Culture,A roundup of daily news with a twist of humor and clarity.,Science,39 min,before bed,relaxed,mental health,https://podcasts.example.com/hustle_culture_745
Rise & Grind,Unwind after work with calming discussions and thoughtful reflections.,Mindfulness,60 min,morning,curious,culture,https://podcasts.example.com/rise_&_grind_337
Sleepy Time Stories,Brief mindfulness practices to calm your mind and improve your focus.,Science,10 min,after work,relaxed,relationships,https://podcasts.example.com/sleepy_time_stories_995
Mindful Minutes,"Deep and soulful discussions on love, loss, and finding balance.",Technology,26 min,morning,motivated,career,https://podcasts.example.com/mindful_minutes_522
